08-01-2019;IE;Match 2;4.00;21,541;86,164.00;896,459
08-01-2019;IE;Totals;;36,059;266,169.00;1,467,905
08-01-2019;FR;Match 5 and 2 Stars;25,825,451.00;0;0.00;Rollover! 0
08-01-2019;FR;Match 5 and 1 Star;806,956.70;0;0.00;1
08-01-2019;FR;Match 5 and 1 Star (with Étoile+)*;0.00;0;0.00;0
08-01-2019;FR;Match 5;26,849.90;0;0.00;7
08-01-2019;FR;Match 4 and 2 Stars;2,553.60;5;12,768.00;36
08-01-2019;FR;Match 4 and 2 Stars (with Étoile+)*;0.00;0;0.00;0
08-01-2019;FR;Match 4 and 1 Star;193.40;85;16,439.00;507
08-01-2019;FR;Match 4 and 1 Star (with Étoile+)*;406.80;25;10,170.00;25
08-01-2019;FR;Match 3 and 2 Stars;116.00;234;27,144.00;1,179
08-01-2019;FR;Match 3 and 2 Stars (with Étoile+)*;135.30;51;6,900.30;51
08-01-2019;FR;Match 4;61.20;248;15,177.60;1,268
08-01-2019;FR;Match 2 and 2 Stars;20.60;3,444;70,946.40;17,350
08-01-2019;FR;Match 2 and 2 Stars (with Étoile+)*;24.40;881;21,496.40;881
08-01-2019;FR;Match 3 and 1 Star;15.00;4,917;73,755.00;25,195
08-01-2019;FR;Match 3 and 1 Star (with Étoile+)*;18.00;1,270;22,860.00;1,270
08-01-2019;FR;Match 3;11.80;12,198;143,936.40;60,461
08-01-2019;FR;Match 1 and 2 Stars;11.00;19,021;209,231.00;91,554
08-01-2019;FR;Match 1 and 2 Stars (with Étoile+)*;13.60;5,030;68,408.00;5,030
08-01-2019;FR;Match 0 and 2 Stars (with Étoile+)*;11.20;7,723;86,497.60;7,723
08-01-2019;FR;Match 2 and 1 Star;8.10;74,883;606,552.30;373,888
08-01-2019;FR;Match 2 and 1 Star (with Étoile+)*;10.10;18,941;191,304.10;18,941
08-01-2019;FR;Match 2;4.10;183,751;753,379.10;896,459
08-01-2019;FR;Match 0 and 1 Star (with Étoile+)*;2.60;159,683;415,175.80;159,683
08-01-2019;FR;Totals;;492,390;2,752,141.00;1,661,509
08-01-2019;ES;Match 5 and 2 Stars;25,825,451.00;0;0.00;Rollover! 0
08-01-2019;ES;Match 5 and 1 Star;806,956.70;0;0.00;1
08-01-2019;ES;Match 5;26,849.92;4;107,399.68;7
08-01-2019;ES;Match 4 and 2 Stars;2,553.66;9;22,982.94;36
08-01-2019;ES;Match 4 and 1 Star;193.41;95;18,373.95;507
08-01-2019;ES;Match 3 and 2 Stars;116.10;219;25,425.90;1,179
08-01-2019;ES;Match 4;61.22;266;16,284.52;1,268
08-01-2019;ES;Match 2 and 2 Stars;20.61;3,527;72,691.47;17,350
08-01-2019;ES;Match 3 and 1 Star;15.00;5,168;77,520.00;25,195
08-01-2019;ES;Match 3;11.83;13,175;155,860.25;60,461
08-01-2019;ES;Match 1 and 2 Stars;11.05;18,617;205,717.85;91,554
08-01-2019;ES;Match 2 and 1 Star;8.11;78,771;638,832.81;373,888
08-01-2019;ES;Match 2;4.16;196,972;819,403.52;896,459
08-01-2019;ES;Totals;;316,823;2,160,492.89;1,467,905
08-01-2019;PT;Match 5 and 2 Stars;25,825,451.00;0;0.00;Rollover! 0
08-01-2019;PT;Match 5 and 1 Star;806,956.70;0;0.00;1
08-01-2019;PT;Match 5;26,849.91;0;0.00;7
08-01-2019;PT;Match 4 and 2 Stars;2,553.66;5;12,768.30;36
08-01-2019;PT;Match 4 and 1 Star;193.41;57;11,024.37;507
08-01-2019;PT;Match 3 and 2 Stars;116.09;150;17,413.50;1,179
08-01-2019;PT;Match 4;61.22;143;8,754.46;1,268
08-01-2019;PT;Match 2 and 2 Stars;20.60;1,971;40,602.60;17,350
08-01-2019;PT;Match 3 and 1 Star;15.00;2,858;42,870.00;25,195
08-01-2019;PT;Match 3;11.82;6,830;80,730.60;60,461
08-01-2019;PT;Match 1 and 2 Stars;11.04;10,785;119,066.40;91,554
08-01-2019;PT;Match 2 and 1 Star;8.11;44,301;359,281.11;373,888
08-01-2019;PT;Match 2;4.15;107,670;446,830.50;896,459
08-01-2019;PT;Totals;;174,770;1,139,341.84;1,467,905
08-01-2019;CH;Match 5 and 2 Stars;0.00;0;;Rollover! 0
08-01-2019;CH;Match 5 and 1 Star;907,465.60;0;;1
08-01-2019;CH;Match 5;30,194.15;0;;7
08-01-2019;CH;Match 4 and 2 Stars;4,080.15;3;;36
08-01-2019;CH;Match 4 and 1 Star;309.05;50;;507
08-01-2019;CH;Match 3 and 2 Stars;185.50;92;;1,179
08-01-2019;CH;Match 4;97.80;92;;1,268
08-01-2019;CH;Match 2 and 2 Stars;32.90;1,446;;17,350
08-01-2019;CH;Match 3 and 1 Star;23.95;1,994;;25,195
08-01-2019;CH;Match 3;18.90;4,559;;60,461
08-01-2019;CH;Match 1 and 2 Stars;17.65;7,237;;91,554
08-01-2019;CH;Match 2 and 1 Star;12.95;28,661;;373,888
